32.56779749634 0.003408404368625 -0.03004290481973   0.0002592287074318 -0.02980596041899   
32.73023040156 0.003376545412385 -0.02990003944528   0.0002565262401552 -0.02966555980443   
32.89266330678 0.00334512496311 -0.02975849838623   0.0002538635549428 -0.02952644516534   
33.05509621199 0.003314135426861 -0.02961826406982   0.0002512391621576 -0.02938859901838   
33.21752911721 0.003283569177915 -0.02947931875655   0.0002486521379509 -0.02925200361943   
33.37996202243 0.003253418226587 -0.02934164474162   0.0002461016969255 -0.0291166413473   
33.54239492765 0.003223674617937 -0.029205224755   0.0002435875418108 -0.02898249513824   
33.70482783287 0.003194330865981 -0.02907004181679   0.0002411100478072 -0.02884954872298   
33.86726073809 0.003165379669829 -0.02893607929189   0.0002386693555587 -0.02871778673555   
34.02969364331 0.003136813925302 -0.02880332110689   0.0002362650115664 -0.0285871945329   
34.19212654852 0.00310862719792 -0.02867175169402   0.0002338965079027 -0.02845775789634   
34.35455945374 0.003080813481004 -0.02854135588283   0.0002315631168315 -0.02832946282398   
34.51699235896 0.003053366588408 -0.02841211873742   0.0002292634218006 -0.02820229517546   
34.67942526418 0.003026280308275 -0.02828402530238   0.0002269959195956 -0.02807624034454   
34.8418581694 0.00299954868125 -0.02815706064925   0.0002247597267974 -0.02795128346023   
35.00429107462 0.00297316558434 -0.02803121005869   0.0002225542318075 -0.02782740977936   
35.16672397984 0.002947124516234 -0.02790645886348   0.000220378782088 -0.0277046047359   
35.32915688505 0.002921419153898 -0.02778279239645   0.0002182331465433 -0.02758285404852   
35.49158979027 0.002896043664829 -0.02766019645519   0.0002161175952726 -0.02746214418783   
35.65402269549 0.002870992353479 -0.02753865753148   0.0002140321909475 -0.02734246253167   
35.81645560071 0.002846259589185 -0.02741816239789   0.0002119764964942 -0.02722379691365   
35.97888850593 0.002821840236929 -0.02729869793166   0.0002099500082745 -0.02710613530861   
36.14132141115 0.002797729669253 -0.02718025150899   0.0002079522765331 -0.02698946595253   
36.30375431637 0.002773923229388 -0.02706281101796   0.0002059825298053 -0.02687377724402   
36.46618722159 0.002750416030262 -0.02694636424498   0.0002040396953026 -0.02675905728404   
36.6286201268 0.002727203246548 -0.02683089868394   0.0002021229072642 -0.02664529378479   
36.79105303202 0.002704280158001 -0.02671640205803   0.0002002316813801 -0.02653247452123   
36.95348593724 0.002681641817909 -0.0266028625169   0.0001983656066481 -0.02642058760407   
37.11591884246 0.002659283014181 -0.02649026815851   0.000196524212543 -0.02630962130572   
37.27835174768 0.00263719867823 -0.02637860685455   0.0001947071851648 -0.02619956402166   
37.4407846529 0.002615384140716 -0.02626786680097   0.0001929144314935 -0.02609040461326   
37.60321755812 0.002593834980262 -0.02615803687309   0.0001911458248284 -0.02598213258492   
37.76565046333 0.002572546902122 -0.02604910622134   0.0001894010325549 -0.02587473777898   
37.92808336855 0.002551515902912 -0.02594106387971   0.0001876796322256 -0.0257682100523   
38.09051627377 0.002530738383439 -0.02583389907234   0.0001859812517666 -0.02566253934593   
38.25294917899 0.00251021093115 -0.02572760164355   0.0001843055307243 -0.02555771586137   
38.41538208421 0.00248993001603 -0.02562216183673   0.0001826520394643 -0.02545372994225   
38.57781498943 0.002469891923616 -0.02551756976058   0.0001810203042631 -0.02535057182679   
38.74024789465 0.002450092849143 -0.02541381535935   0.000179409871255 -0.02524823166465   
38.90268079986 0.002430528906346 -0.0253108888278   0.0001778203163036 -0.02514669975882   
39.06511370508 0.002411196057276 -0.02520878071639   0.000176251229443 -0.02504596667037   
39.2275466103 0.002392090153857 -0.02510748153691   0.0001747022106005 -0.02494602308791   
39.38997951552 0.002373207126678 -0.0250069814915   0.0001731728520599 -0.02484685971891   
39.55241242074 0.002354543164901 -0.0249072707333   0.0001716627251381 -0.0247484673718   
39.71484532596 0.002336094780836 -0.02480833976548   0.0001701714382148 -0.02465083708857   
39.87727823118 0.002317858799534 -0.02471017945432   0.0001686987352088 -0.02455396014916   
40.0397111364 0.002299832330068 -0.02461278076973   0.0001672444986389 -0.02445782798891   
40.20214404161 0.002282012705129 -0.02451613474166   0.000165808627324 -0.02436243217607   
40.36457694683 0.002264397374231 -0.02442023273452   0.0001643909481252 -0.02426776447353   
40.52700985205 0.002246983785664 -0.02432506665131   0.0001629912810336 -0.02417381688885   
40.68944275727 0.00222976928851 -0.02423062878518   0.000161609532928 -0.02408058165456   
40.85187566249 0.002212751045051 -0.02413691150586   0.0001602456203177 -0.02398805116642   
41.01430856771 0.002195925963224 -0.02404390711651   0.0001588992614447 -0.02389621791243   
41.17674147293 0.00217929071405 -0.02395160791924   0.0001575699013413 -0.02380507439826   
41.33917437814 0.002162841866576 -0.02386000625135   0.0001562568893407 -0.0237146130843   
41.50160728336 0.002146576069751 -0.02376909437842   0.0001549597121381 -0.02362482638012   
41.66404018858 0.002130490152796 -0.02367886435079   0.0001536780002127 -0.02353570667523   
41.8264730938 0.002114581148854 -0.02358930804713   0.0001524113699659 -0.02344724637568   
41.98890599902 0.00209884630607 -0.02350041731831   0.0001511593399177 -0.02335943787464   
42.15133890424 0.002083283204428 -0.02341218423013   0.00014992155309 -0.02327227360938   
42.31377180946 0.002067889788853 -0.02332460108696   0.0001486979557276 -0.02318574614014   
42.47620471468 0.002052664337791 -0.02323766061312   0.0001474888456091 -0.02309984840626   
42.63863761989 0.002037605145363 -0.02315135580915   0.0001462944666354 -0.02301457370704   
42.80107052511 0.002022710406824 -0.02306568020158   0.0001451149000672 -0.02292991575268   
42.96350343033 0.002007978040802 -0.0229806274858   0.000143949933787 -0.0228458683417   
43.12593633555 0.001993405896377 -0.02289619178302   0.0001427994624041 -0.0227624254833   
43.28836924077 0.001978991654281 -0.0228123671558   0.0001416633959409 -0.02267958124164   
43.45080214599 0.001964732828807 -0.02272914786426   0.0001405415826408 -0.02259732991948   
43.61323505121 0.001950626670071 -0.0226465279061   0.0001394335592297 -0.0225156657568   
43.77566795642 0.001936670177772 -0.02256450110269   0.0001383384663775 -0.02243458278699   
43.93810086164 0.001922860548411 -0.02248306089339   0.0001372556011346 -0.02235407467344   
44.10053376686 0.001909195167516 -0.02240220049753   0.0001361843705727 -0.02227413486067   
44.26296667208 0.001895671950083 -0.02232191304795   0.0001351246783895 -0.02219475679295   
44.4253995773 0.001882288986569 -0.02224219183086   0.0001340764025794 -0.02211593413598   
44.58783248252 0.001869044527928 -0.02216303020271   0.0001330393530341 -0.02203766063548   
44.75026538774 0.001855937046642 -0.02208442176   0.0001320134084191 -0.02195993016234   
44.91269829295 0.001842965157179 -0.02200636031483   0.0001309985269505 -0.02188273669138   
45.07513119817 0.001830127827284 -0.02192884004748   0.0001299951119843 -0.02180607450722   
45.23756410339 0.001817424020617 -0.02185185581988   0.0001290036322183 -0.02172993851622   
45.39999700861 0.001804852437857 -0.02177540285659   0.0001280243234011 -0.0216543240298   
45.56242991383 0.001792411460415 -0.02169947670206   0.0001270571317421 -0.02157922663073   
45.72486281905 0.001780099059829 -0.02162407292504   0.0001261016377655 -0.0215046418708   
45.88729572427 0.001767913108242 -0.02154918677847   0.0001251574378369 -0.02143056503054   
46.04972862949 0.001755851512877 -0.02147481353174   0.0001242242799915 -0.02135699139008   
46.2121615347 0.001743912108794 -0.02140094836142   0.0001233018750108 -0.02128391622525   
46.37459443992 0.001732092680829 -0.02132758622639   0.0001223898142663 -0.0212113347124   
46.53702734514 0.001720390940014 -0.02125472197246   0.0001214874715936 -0.02113924190055   
46.69946025036 0.001708804671657 -0.02118234997057   0.0001205941464763 -0.0210676324227   
46.86189315558 0.001697332048103 -0.02111046423074   0.0001197093998876 -0.02099650058387   
47.0243260608 0.001685971708768 -0.02103905891852   0.0001188331652897 -0.02092584077477   
47.18675896602 0.001674722652417 -0.02096812842175   0.0001179656429074 -0.02085564763404   
47.34919187123 0.001663584046287 -0.0208976675424   0.0001171070774746 -0.02078591619916   
47.51162477645 0.001652555021223 -0.02082767160205   0.0001162575809157 -0.02071664191618   
47.67405768167 0.00164163463505 -0.02075813605591   0.0001154171602266 -0.02064782035494   
47.83649058689 0.001630821955255 -0.02068905647244   0.0001145858516227 -0.02057944717516   
47.99892349211 0.001620116097213 -0.02062042880115   0.0001137638365411 -0.02051151831805   
48.16135639733 0.001609516137678 -0.02055224931662   0.0001129513925083 -0.0204440300458   
48.32378930255 0.001599020915081 -0.02048451459914   0.0001121486502868 -0.02037697893533   
48.48622220776 0.001588628896605 -0.02041722147503   0.0001113554458895 -0.02031036175786   
48.64865511298 0.001578338223267 -0.02035036656543   0.0001105713645594 -0.02024417512567   
48.8110880182 0.001568146866582 -0.02028394600663   0.0001097958443404 -0.020178415266   
48.97352092342 0.001558052858585 -0.02021795559875   0.0001090283786856 -0.02011307808992   
49.13595382864 0.001548054466357 -0.02015239093798   0.0001082686852987 -0.02004815933432   
49.29838673386 0.001538150147122 -0.02008724752619   0.0001075165923539 -0.01998365469887   
49.46081963908 0.001528338435198 -0.02002252093524   0.000106771867699 -0.01991955993726   
49.6232525443 0.001518617954259 -0.01995820674235   0.000106034242457 -0.01985587078997   
49.78568544951 0.001508987469095 -0.01989430034297   0.0001053034544314 -0.01979258286957   
49.94811835473 0.001499445950595 -0.01983079701481   0.0001045792928676 -0.01972969169607   
50.11055125995 0.001489992699286 -0.01976769216565   0.0001038617695673 -0.01966719287607   
50.27298416517 0.001480627331336 -0.01970498154983   0.0001031511615528 -0.01960508231783   
50.43541707039 0.001471349532678 -0.01964266142406   0.0001024477801078 -0.01954335637267   
50.59784997561 0.001462158847674 -0.01958072855368   0.0001017518057856 -0.01948201180766   
50.76028288083 0.001453054629306 -0.01951918000439   0.0001010633131868 -0.01942104564144   
50.92271578604 0.001444036012377 -0.01945801289122   0.0001003822593391 -0.01936045496769   
51.08514869126 0.001435101937817 -0.0193972242622   9.970848895695e-05 -0.01930023684485   
51.24758159648 0.001426251296953 -0.01933681112359   9.904189292883e-05 -0.0192403882942   
51.4100145017 0.001417482990209 -0.01927677053815   9.838247408711e-05 -0.01918090638929   
51.57244740692 0.001408795793305 -0.01921709967501   9.773017884337e-05 -0.01912178829722   
51.73488031214 0.00140018827232 -0.0191577957083   9.708478861213e-05 -0.01906303117743   
51.89731321736 0.001391658872246 -0.01909885563219   9.644600219605e-05 -0.01900463203578   
52.05974612258 0.00138320601838 -0.01904027612853   9.581348809115e-05 -0.01894658764035   
52.22217902779 0.001374828197648 -0.0189820535273   9.518688400145e-05 -0.01888889449182   
52.38461193301 0.001366524121406 -0.01892418389003   9.456591301193e-05 -0.0188315488761   
52.54704483823 0.001358292848834 -0.0188666632451   9.395050067737e-05 -0.01877454704626   
52.70947774345 0.001350133694728 -0.01880948782886   9.334068333689e-05 -0.01871788541456   
52.87191064867 0.001342046056205 -0.01875265413401   9.273645227065e-05 -0.01866156059012   
53.03434355389 0.001334029371913 -0.01869615881508   9.213775893243e-05 -0.01860556931245   
