   J =          orb1    orb2    orb3    orb4    orb5    
        orb1   0.0001 -0.0000 -0.0000 -0.0000 -0.0000
        orb2  -0.0000  0.0000  0.0000 -0.0000  0.0000
        orb3  -0.0000  0.0000 -0.4162 -0.0000 -1.0593
        orb4  -0.0000 -0.0000 -0.0000  0.0001 -0.0000
        orb5  -0.0000  0.0000 -1.0593 -0.0000 -3.3603
        
          J_tot :  -5.8948,    J_sum :  -5.8948





Distance:   4.194260,    Cell Ind. [-1, 1,-1],    Atom Ind ( 1, 2)

   J =          orb1    orb2    orb3    orb4    orb5    
        orb1   0.0001 -0.0000 -0.0000 -0.0000 -0.0000
        orb2  -0.0000  0.0001 -0.0000 -0.0000 -0.0000
        orb3  -0.0000 -0.0000 -0.4162  0.0000 -1.0593
        orb4  -0.0000 -0.0000  0.0000  0.0000  0.0000
        orb5  -0.0000 -0.0000 -1.0593  0.0000 -3.3603
        
          J_tot :  -5.8948,    J_sum :  -5.8948





Distance:   4.194260,    Cell Ind. [ 0,-2, 0],    Atom Ind ( 1, 2)

   J =          orb1    orb2    orb3    orb4    orb5    
        orb1   0.0001 -0.0000 -0.0000 -0.0000 -0.0000
        orb2  -0.0000  0.0001 -0.0000 -0.0000 -0.0000
        orb3  -0.0000 -0.0000 -0.4207  0.0000 -1.0645
        orb4  -0.0000 -0.0000  0.0000  0.0000  0.0000
        orb5  -0.0000 -0.0000 -1.0645  0.0000 -3.3838
        
          J_tot :  -5.9333,    J_sum :  -5.9333





Distance:   4.194260,    Cell Ind. [-2, 0, 0],    Atom Ind ( 1, 2)

   J =          orb1    orb2    orb3    orb4    orb5    
        orb1   0.0001 -0.0000 -0.0000 -0.0000 -0.0000
        orb2  -0.0000  0.0000  0.0000 -0.0000  0.0000
        orb3  -0.0000  0.0000 -0.4207 -0.0000 -1.0645
        orb4  -0.0000 -0.0000 -0.0000  0.0001 -0.0000
        orb5  -0.0000  0.0000 -1.0645 -0.0000 -3.3838
        
          J_tot :  -5.9333,    J_sum :  -5.9333





Distance:   5.136898,    Cell Ind. [ 0,-2, 1],    Atom Ind ( 1, 2)

   J =          orb1    orb2    orb3    orb4    orb5    
        orb1  -0.0000 -0.0000 -0.0002 -0.0000  0.0000
        orb2  -0.0000 -0.0000  0.0001 -0.0000  0.0001
        orb3  -0.0002  0.0001 -0.0037  0.0001 -0.0001
        orb4  -0.0000 -0.0000  0.0001 -0.0000  0.0001
        orb5   0.0000  0.0001 -0.0001  0.0001 -0.0001
        
          J_tot :  -0.0039,    J_sum :  -0.0039





Distance:   5.136898,    Cell Ind. [-2, 0, 1],    Atom Ind ( 1, 2)

   J =          orb1    orb2    orb3    orb4    orb5    
        orb1  -0.0000 -0.0000 -0.0002 -0.0000  0.0000
        orb2  -0.0000 -0.0000  0.0001 -0.0000  0.0001
        orb3  -0.0002  0.0001 -0.0037  0.0001 -0.0001
        orb4  -0.0000 -0.0000  0.0001 -0.0000  0.0001
        orb5   0.0000  0.0001 -0.0001  0.0001 -0.0001
        
          J_tot :  -0.0039,    J_sum :  -0.0039





Distance:   5.136898,    Cell Ind. [ 1,-1,-2],    Atom Ind ( 1, 2)

   J =          orb1    orb2    orb3    orb4    orb5    
        orb1  -0.0000 -0.0000 -0.0002 -0.0000  0.0000
        orb2  -0.0000 -0.0000  0.0001 -0.0000  0.0001
        orb3  -0.0002  0.0001 -0.0042  0.0001  0.0000
        orb4  -0.0000 -0.0000  0.0001 -0.0000  0.0001
        orb5   0.0000  0.0001  0.0000  0.0001 -0.0001
        
          J_tot :  -0.0042,    J_sum :  -0.0042





Distance:   5.136898,    Cell Ind. [-1, 1,-2],    Atom Ind ( 1, 2)

   J =          orb1    orb2    orb3    orb4    orb5    
        orb1  -0.0000 -0.0000 -0.0002 -0.0000  0.0000
        orb2  -0.0000 -0.0000  0.0001 -0.0000  0.0001
        orb3  -0.0002  0.0001 -0.0042  0.0001  0.0000
        orb4  -0.0000 -0.0000  0.0001 -0.0000  0.0001
        orb5   0.0000  0.0001  0.0000  0.0001 -0.0001
        
          J_tot :  -0.0042,    J_sum :  -0.0042





Distance:   5.136898,    Cell Ind. [ 0, 1,-2],    Atom Ind ( 1, 2)

   J =          orb1    orb2    orb3    orb4    orb5    
        orb1  -0.0000 -0.0000  0.0001 -0.0000  0.0000
        orb2  -0.0000 -0.0000  0.0000 -0.0000  0.0001
        orb3   0.0001  0.0000 -0.0002 -0.0001 -0.0012
        orb4  -0.0000 -0.0000 -0.0001 -0.0000 -0.0002
        orb5   0.0000  0.0001 -0.0012 -0.0002 -0.0013
        
          J_tot :  -0.0039,    J_sum :  -0.0039





Distance:   5.136898,    Cell Ind. [ 1, 0,-2],    Atom Ind ( 1, 2)

   J =          orb1    orb2    orb3    orb4    orb5    
        orb1  -0.0000 -0.0000  0.0001 -0.0000  0.0000
        orb2  -0.0000 -0.0000 -0.0001 -0.0000 -0.0002
        orb3   0.0001 -0.0001 -0.0002  0.0000 -0.0012
        orb4  -0.0000 -0.0000  0.0000 -0.0000  0.0001
        orb5   0.0000 -0.0002 -0.0012  0.0001 -0.0013
        
          J_tot :  -0.0039,    J_sum :  -0.0039





Distance:   5.136898,    Cell Ind. [-2,-1, 1],    Atom Ind ( 1, 2)

   J =          orb1    orb2    orb3    orb4    orb5    
        orb1  -0.0000 -0.0000  0.0001 -0.0000  0.0000
        orb2  -0.0000 -0.0000 -0.0001 -0.0000 -0.0002
        orb3   0.0001 -0.0001 -0.0001  0.0000 -0.0011
        orb4  -0.0000 -0.0000  0.0000 -0.0000  0.0001
        orb5   0.0000 -0.0002 -0.0011  0.0001 -0.0020
        
          J_tot :  -0.0042,    J_sum :  -0.0042





Distance:   5.136898,    Cell Ind. [-1,-2, 1],    Atom Ind ( 1, 2)

   J =          orb1    orb2    orb3    orb4    orb5    
        orb1  -0.0000 -0.0000  0.0001 -0.0000  0.0000
        orb2  -0.0000 -0.0000  0.0000 -0.0000  0.0001
        orb3   0.0001  0.0000 -0.0001 -0.0001 -0.0011
        orb4  -0.0000 -0.0000 -0.0001 -0.0000 -0.0002
        orb5   0.0000  0.0001 -0.0011 -0.0002 -0.0020
        
          J_tot :  -0.0042,    J_sum :  -0.0042
